lga_code,lga_name,latitude,longitude
27260,Wyndham City,-37.8611057,144.70283319
21180,Brimbank City,-37.79151271,144.82290087
22670,Greater Dandenong City,-37.9352205,145.16965984
24650,Melton City,-37.70052073,144.74707804
20660,Banyule City,-37.75168272,145.05346413
27070,Whittlesea City,-37.68379836,145.03374084
23270,Hume City,-37.6871161,144.88383591
21180,Brimbank City,-37.79041812,144.82487732
24600,Melbourne City,-37.8178925,144.95886394
25900,Port Phillip City,-37.865319,144.9777703
25250,Moreland City,-37.76569274,144.95495006
24600,Melbourne City,-37.823125,144.96227562
25060,Moonee Valley City,-37.760795,144.92249192
22670,Greater Dandenong City,-37.96693078,145.21425268
27070,Whittlesea City,-37.61170438,145.01917352
25900,Port Phillip City,-37.84415469,144.97829421
22670,Greater Dandenong City,-37.96693078,145.21425268
26350,Stonnington City,-37.8540544,145.0095406
